company_id,indicator_id,2010,2011,2012,2013,2014,2015,2016
1490930,NetCashProvidedByUsedInContinuingOperations,,17427000,,,,,
1490930,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,78097000,,,,,
1490930,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-18525000,,,,,
1490930,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-42193000,,,,,
1490930,NetIncomeLoss,,-140702000,,,,,
1490930,NetIncomeLossAttributableToNoncontrollingInterest,,-3518000,,,,,
1490930,NetIncomeLossAvailableToCommonStockholdersBasic,,-140702000,,,,,
1490930,NotesPayableCurrent,,17612000,,,,,
1490930,OperatingIncomeLoss,,-75109000,,,,,
1490930,OtherAssetsNoncurrent,,75000,,,,,
1490930,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,125000,,,,,
1490930,OtherIntangibleAssetsNet,,7105000,,,,,
1490930,OtherNonoperatingIncomeExpense,,2095000,,,,,
1490930,PaidInKindInterest,,173000,,,,,
1490930,PaymentsForRepurchaseOfWarrants,,8000000,,,,,
1490930,PaymentsOfDebtIssuanceCosts,,506000,,,,,
1490930,PaymentsOfStockIssuanceCosts,,5321000,,,,,
1490930,PaymentsToAcquireEquityMethodInvestments,,2205000,,,,,
1490930,PaymentsToAcquirePropertyPlantAndEquipment,,17227000,,,,,
1490930,PrepaidExpenseAndOtherAssetsCurrent,,5335000,,,,,
1490930,ProceedsFromIssuanceOfCommonStock,,89821000,,,,,
1490930,ProceedsFromStockOptionsExercised,,-5000000,,,,,
1490930,ProfitLoss,,-144220000,,,,,
1490930,PropertyPlantAndEquipmentNet,,80141000,,,,,
1490930,RepaymentsOfLongTermCapitalLeaseObligations,,1052000,,,,,
1490930,RepaymentsOfNotesPayable,,3054000,,,,,
1490930,RestrictedCashAndCashEquivalentsNoncurrent,,71000,,,,,
1490930,RetainedEarningsAccumulatedDeficit,,-183802000,,,,,
1490930,RevenueFromGrants,,2955000,,,,,
1490930,SalesRevenueNet,,98626000,,,,,
1490930,SalesRevenueServicesNet,,95611000,,,,,
1490930,SellingGeneralAndAdministrativeExpense,,63137000,,,,,
1490930,ShareBasedCompensation,,26725000,,,,,
1490930,StockIssued1,,2889000,,,,,
1490930,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,102595000,,,,,
1490930,StockIssuedDuringPeriodValueNewIssues,,48498000,,,,,
1490930,StockholdersEquity,,29450000,,,,,
1490930,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,35888000,,,,,
1490930,TemporaryEquityParOrStatedValuePerShare,,0.01,,,,,
1490930,TemporaryEquitySharesAuthorized,,25000000,,,,,
1490930,TreasuryStockValue,,829000,,,,,
1490930,TreasuryStockValueAcquiredCostMethod,,734000,,,,,
1490930,WeightedAverageNumberOfDilutedSharesOutstanding,,19424479,,,,,
1490930,WeightedAverageNumberOfSharesOutstandingBasic,,19424479,,,,,
1490930,WriteOffOfDeferredDebtIssuanceCost,,-2991000,,,,,
1490949,AccountsPayableAndAccruedLiabilitiesCurrent,,,4150,,,93406,
1490949,AccountsPayableRelatedPartiesCurrent,,,,,,74959,
1490949,AccruedLiabilitiesCurrent,,5200,,6420,12630,,
1490949,AdditionalPaidInCapital,,13500,111500,111500,111500,1674578,
1490949,AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,0,0,0,,,
1490949,Assets,,,1012,409,47,43680,
1490949,AssetsCurrent,,,,409,47,43680,
1490949,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,114327,
1490949,Cash,,,,409,47,,
1490949,CashAcquiredFromAcquisition,,,,,,2202,
1490949,CashAndCashEquivalentsAtCarryingValue,,262,913,,,43680,
1490949,CashAndCashEquivalentsPeriodIncreaseDecrease,,-2876,651,-504,-362,-11890,
1490949,CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,
1490949,CommonStockSharesAuthorized,,400000000,400000000,400000000,400000000,400000000,
1490949,CommonStockSharesIssued,,6500000,8500000,8500000,8500000,43702017,
1490949,CommonStockSharesOutstanding,,6500000,8500000,8500000,8500000,43702017,
1490949,CommonStockValue,,6500,8500,8500,8500,43702,
1490949,DebtConversionConvertedInstrumentAmount1,,,,,,106614,
1490949,DebtInstrumentInterestRateStatedPercentage,,,,0.075,,,
1490949,DeferredCompensationLiabilityCurrent,,,,,,96000,
1490949,DeferredTaxAssetsNet,,,,0,0,,
1490949,DeferredTaxAssetsOperatingLossCarryforwards,,,,55293,67019,,
1490949,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,163416,
1490949,DeferredTaxAssetsValuationAllowance,,,,55293,67019,163416,
1490949,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,49008,123138,162625,,,
1490949,DueToRelatedPartiesCurrent,,20000,0,12000,42000,,
1490949,DueToRelatedPartiesNoncurrent,,,,,0,,
1490949,EarningsPerShareBasicAndDiluted,,,,,,-0.02,
1490949,EarningsPerShareDiluted,,0,0,0,0,,
1490949,EffectiveIncomeTaxRateContinuingOperations,,,,0,0,0.5,
1490949,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.34,0.34,,
1490949,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,-0.34,-0.34,,
1490949,ExplorationExpenseMining,,,20000,0,,,
1490949,GeneralAndAdministrativeExpense,,6304,6023,8179,7666,343836,
1490949,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,-39487,-34489,,
1490949,IncomeTaxExpenseBenefit,,,,0,0,,
1490949,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,13426,11726,,
1490949,IncomeTaxesPaid,,0,0,0,0,,
1490949,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,85693,
1490949,IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,74959,
1490949,IncreaseDecreaseInAccruedLiabilities,,2015,-21050,2270,6210,,
1490949,IncreaseDecreaseInDeferredCompensation,,,,,,96000,
1490949,IncreaseDecreaseInPrepaidExpense,,,99,-99,0,,
1490949,InterestExpense,,,,1029,2110,,
1490949,InterestExpenseDebt,,,,1029,2110,,
1490949,InterestExpenseOther,,,,,,-2270,
1490949,InterestPaid,,0,0,0,0,,
1490949,InterestPayableCurrent,,,,,,106614,
1490949,Liabilities,,,,,77161,380525,
1490949,LiabilitiesAndStockholdersEquity,,262,1012,409,47,43680,
1490949,LiabilitiesCurrent,,29270,4150,43034,77161,380525,
1490949,LiabilitiesNoncurrent,,,,,0,,
1490949,LoansPayableCurrent,,4070,0,,,,
1490949,NetCashProvidedByUsedInFinancingActivities,,19070,95930,36614,27917,171160,
1490949,NetCashProvidedByUsedInInvestingActivities,,,,,,27202,
1490949,NetCashProvidedByUsedInOperatingActivities,,-21946,-95279,-37118,-28279,-210252,
1490949,NetIncomeLoss,,-23961,-74130,-39487,-34489,-493557,
1490949,NonoperatingIncomeExpense,,,,-1029,-2110,28923,
1490949,NotesPayableCurrent,,,,24614,22531,,
1490949,NotesPayableRelatedPartiesClassifiedCurrent,,,,,,116160,
1490949,OperatingExpenses,,23961,74130,38458,32379,464634,
1490949,OperatingIncomeLoss,,,,-38458,-32379,466904,
1490949,OperatingLossCarryforwards,,,123138,162625,197114,,
1490949,OtherExpenses,,6357,11051,,,,
1490949,PreferredStockParOrStatedValuePerShare,,,,,,0.001,
1490949,PreferredStockSharesAuthorized,,,,,,2000000,
1490949,PreferredStockSharesIssued,,,,,,1000000,
1490949,PreferredStockSharesOutstanding,,,,,,1000000,
1490949,PreferredStockValue,,,,,,1000,
1490949,PrepaidExpenseCurrent,,,99,0,,,
1490949,ProceedsFromIssuanceOfCommonStock,,0,100000,0,,55000,
1490949,ProceedsFromLoans,,4070,,,,,
1490949,ProceedsFromNotesPayable,,,,,5000,,
1490949,ProceedsFromRelatedPartyDebt,,15000,20000,,,,
1490949,ProceedsFromRepaymentsOfNotesPayable,,,-24070,24614,,,
1490949,ProceedsFromRepaymentsOfRelatedPartyDebt,,,,12000,30000,116160,
1490949,ProceedsFromSaleMaturityAndCollectionsOfInvestments,,,,,,25000,
1490949,ProceedsFromSaleOfOtherReceivables,,,,,,25000,
1490949,ProfessionalAndContractServicesExpense,,,,0,,,
1490949,ProfessionalFees,,6878,26406,30279,24713,,
1490949,RepaymentsOfNotesPayable,,,,,7083,,
1490949,RetainedEarningsAccumulatedDeficit,,,,,-197114,-2056125,
1490949,Revenues,,0,0,0,0,,
1490949,SellingAndMarketingExpense,,,,,,120798,
1490949,SharesIssuedPricePerShare,,,,,,1,
1490949,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,,,,,,133267,
1490949,StockIssuedDuringPeriodValueAcquisitions,,,,,,-112125,
1490949,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,,133267,
1490949,StockIssuedDuringPeriodValueNewIssues,,,100000,,,,
1490949,StockIssuedDuringPeriodValueOther,,,,,,55000,
1490949,StockholdersEquity,,-29008,-3138,-42625,-77114,-336845,
1490949,TravelAndEntertainmentExpense,,,4970,,,,
1490949,WeightedAverageNumberOfDilutedSharesOutstanding,,6500000,8500000,8500000,8500000,28218021,
1490983,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,30909000,45634000,62448000,53816000,,
1490983,AccountsReceivableNet,,1259000,2193000,2825000,1587000,,
1490983,AccruedLiabilitiesAndOtherLiabilities,,,,,4500000,,
1490983,AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-387000,-58000,-71000,-2616000,,
1490983,AdditionalPaidInCapitalCommonStock,,248599000,377180000,773896000,773998000,,
1490983,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,,,3207000,,,
1490983,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,3300000,5744000,,
1490983,AircraftMaintenanceMaterialsAndRepairs,,,,,2500000,,
1490983,AllowanceForDoubtfulAccountsReceivable,,246000,121000,539000,459000,,
1490983,AllowanceForDoubtfulAccountsReceivableChargeOffs,,,-1853000,,,,
1490983,AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,2433000,3329000,,
1490983,AmortizationOfFinancingCosts,,,,1800000,2300000,,
1490983,AmortizationOfFinancingCostsAndDiscounts,,,,1969000,2270000,,
1490983,AmortizationOfIntangibleAssets,,,,500000,1500000,,
1490983,Assets,,540516000,696320000,1182679000,1176811000,,
1490983,AssetsFairValueDisclosure,,,,,67565000,,
1490983,BillingsInExcessOfCost,,165000,49000,600000,481000,,
1490983,BuildingsAndImprovementsGross,,,552984000,597141000,781739000,,
1490983,BusinessAcquisitionsProFormaNetIncomeLoss,,,,1802000,,,
1490983,BusinessAcquisitionsProFormaRevenue,,,,142319000,,,
1490983,BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,0,,,
1490983,BusinessCombinationSeparatelyRecognizedTransactionsExpensesAndLossesRecognized,,,,,1000000,,
1490983,BusinessCombinationSeparatelyRecognizedTransactionsRevenuesAndGainsRecognized,,,,,3900000,,
1490983,CapitalExpendituresIncurredButNotYetPaid,,,,5278000,,,
1490983,CapitalLeaseObligations,,,,,1300000,,
1490983,CapitalLeaseObligationsIncurred,,,,,568000,,
1490983,CashAndCashEquivalentsAtCarryingValue,,10735000,5970000,32054000,15240000,,
1490983,CashAndCashEquivalentsPeriodIncreaseDecrease,,,,26084000,-16814000,,
1490983,CommonStockDividendsPerShareDeclared,,,,0.655,0.66,,
1490983,CommonStockParOrStatedValuePerShare,,0.01,0.01,0.01,0.01,,
1490983,CommonStockSharesAuthorized,,90000000,90000000,500000000,500000000,,
1490983,CommonStockSharesIssued,,30709877,38558048,64502430,64742713,,
1490983,CommonStockSharesOutstanding,,30709877,38558048,64502430,64742713,,
1490983,CommonStockValue,,307000,386000,645000,648000,,
1490983,CommonStockholdersEquity,,,340484000,,,,
1490983,ComprehensiveIncomeNetOfTax,,,,-4545000,-177468000,,
1490983,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,-34000,-1233000,,
1490983,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,1605000,-166520000,,
1490983,ConstructionLoan,,,92456000,557904000,582416000,,
1490983,CostsInExcessOfBillingsOnUncompletedContractsOrPrograms,,10556000,23077000,42803000,3887000,,
1490983,CurrentFederalTaxExpenseBenefit,,,,0,0,,
1490983,CurrentIncomeTaxExpenseBenefit,,,,200000,0,,
1490983,CurrentStateAndLocalTaxExpenseBenefit,,,,200000,0,,
1490983,DebtInstrumentBasisSpreadOnVariableRate1,,,,0.025,0.025,,
1490983,DebtInstrumentCarryingAmount,,,,205531000,300673000,,
1490983,DebtInstrumentInterestRateDuringPeriod,,,,0.012,0.013,,
1490983,DebtInstrumentUnamortizedDiscount,,,,3242000,2581000,,
1490983,DebtInstrumentUnamortizedDiscountPremiumNet,,,,413483000,618419000,,
1490983,DebtWeightedAverageInterestRate,,,0.04,0.042,0.036,,
1490983,DeferredCostsCurrentAndNoncurrent,,,8100000,10500000,10500000,,
1490983,DeferredFederalIncomeTaxExpenseBenefit,,,,-885000,815000,,
1490983,DeferredFinanceCostsNet,,,,,11700000,,
1490983,DeferredIncomeTaxExpenseBenefit,,,,-927000,731000,,
1490983,DeferredIncomeTaxLiabilities,,,,-615000,420000,,
1490983,DeferredRevenueCurrent,,,,-260000,0,,
1490983,DeferredStateAndLocalIncomeTaxExpenseBenefit,,,,-42000,-84000,,
1490983,DeferredTaxAssetsGross,,,,1542000,420000,,
1490983,DeferredTaxAssetsLiabilitiesNet,,,,,0,,
1490983,DeferredTaxAssetsOperatingLossCarryforwards,,,,,2284000,,
1490983,DeferredTaxAssetsOther,,,,101000,22000,,
1490983,DeferredTaxAssetsValuationAllowance,,,,484,4002000,,
1490983,DeferredTaxLiabilities,,,,927000,,,
1490983,DepreciationAndAmortization,,,,23700000,29426000,,
1490983,DepreciationAndAmortizationDiscontinuedOperations,,,,2672000,0,,
1490983,DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,154000,,,,
1490983,DevelopmentInProcess,,44862000,50781000,91184000,0,,
1490983,DisposalGroupIncludingDiscontinuedOperationDepreciationAndAmortization,,,,2672000,0,,
1490983,DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,5354000,0,,
1490983,DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,4400000,-1350000,,
1490983,DisposalGroupIncludingDiscontinuedOperationRevenue,,,,9754000,0,,
1490983,Dividends,,,22300000,10700000,250000,,
1490983,DividendsCommonStock,,,,42565000,37852000,,
1490983,DividendsPreferredStock,,,,6183000,12200000,,
1490983,DividendsPreferredStockStock,,,,6183000,12200000,,
1490983,EarningsPerShareBasic,,,0.19,-0.08,-2.69,,
1490983,EarningsPerShareBasicAndDiluted,,,,-0.08,-2.69,,
1490983,EarningsPerShareDiluted,,,0.19,,,,
1490983,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.9,0.9,,
1490983,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,6900000,,,
1490983,EquityMethodInvestmentAggregateCost,,,,,313032000,,
1490983,EquityMethodInvestmentOtherThanTemporaryImpairment,,,,,53292000,,
1490983,EquityMethodInvestmentOwnershipPercentage,,,,0.67,,,
1490983,EquityMethodInvestmentSummarizedFinancialInformationAssets,,,183262000,,,,
1490983,EquityMethodInvestmentSummarizedFinancialInformationEquityOrCapital,,,60404000,,,,
1490983,EquityMethodInvestmentSummarizedFinancialInformationLiabilitiesAndEquity,,,183262000,,,,
1490983,EquityMethodInvestmentSummarizedFinancialInformationMinorityInterest,,,-14078000,,,,
1490983,EquityMethodInvestmentUnderlyingEquityInNetAssets,,,3351000,,,,
1490983,EquityMethodInvestments,,21052000,22555000,324838000,259740000,,
1490983,EstimatedInsuranceRecoveries,,,,1000000,,,
1490983,FairValueOfAssetsAcquired,,,,,26854000,,
1490983,FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,4800000,,
1490983,FurnitureAndFixturesGross,,,62419000,60705000,78180000,,
1490983,GainLossOnDispositionOfAssets,,,,-350000,-138000,,
1490983,GainLossOnDispositionOfRealEstateDiscontinuedOperations,,,,,-1350000,,
1490983,GainLossOnSaleOfProperties,,,,-581000,0,,
1490983,GeneralAndAdministrativeExpense,,,,10658000,14303000,,
1490983,GuaranteesFairValueDisclosure,,,,,9400000,,
1490983,IncomeLossFromContinuingOperations,,,,4619000,-154380000,,
1490983,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,3892000,-153649000,,
1490983,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,4619000,-154380000,,
1490983,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,-12000,-1166000,,
1490983,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,-0.03,-2.54,,
1490983,IncomeLossFromDiscontinuedOperationsNetOfTax,,,,-3001000,-1350000,,
1490983,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,-3001000,-9576000,,
1490983,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,-0.05,-0.15,,
1490983,IncomeLossFromEquityMethodInvestments,,,400000,-3727000,-5510000,,
1490983,IncomeTaxExpenseBenefit,,,,-727000,731000,,
1490983,IncomeTaxesPaid,,,,173000,163000,,
1490983,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,4604000,-3470000,,
1490983,IncreaseDecreaseInAccountsReceivable,,,,4067000,2174000,,
1490983,IncreaseDecreaseInFairValueOfInterestRateFairValueHedgingInstruments1,,,,-1000,,,
1490983,IncreaseDecreaseInOtherOperatingCapitalNet,,,,12667000,-5746000,,
1490983,IncreaseDecreaseInRestrictedCash,,,,28201000,-26702000,,
1490983,IncreaseDecreaseInRestrictedCashForOperatingActivities,,,,533000,-505000,,
1490983,IncreaseDecreaseInUnbilledReceivables,,,,19175000,-38797000,,
1490983,InsuranceSettlementsReceivable,,,,,5500000,,
1490983,InterestCostsCapitalized,,,2400000,3300000,6300000,,
1490983,InterestExpense,,,,12969000,16156000,,
1490983,InterestPaid,,,,12900000,6959000,,
1490983,InterestRateDerivativeAssetsAtFairValue,,,0,0,,,
1490983,InterestRateDerivativeLiabilitiesAtFairValue,,,-73000,0,,,
1490983,Land,,,53984000,58439000,76043000,,
1490983,LandAvailableForDevelopment,,,,,7413000,,
1490983,LandAvailableForSale,,,,,38105000,,
1490983,LeaseAndRentalExpense,,,,249000,477000,,
1490983,Liabilities,,309381000,351418000,487698000,694808000,,
1490983,LiabilitiesAndStockholdersEquity,,540516000,696320000,1182679000,1176811000,,
1490983,LiabilitiesAssumed1,,,,0,17278000,,
1490983,LiabilitiesFairValueDisclosure,,,,,4500000,,
1490983,LineOfCredit,,82052000,72000000,108500000,217500000,,
1490983,LineOfCreditFacilityInterestRateDuringPeriod,,,0.025,,,,
1490983,LongTermDebt,,,293712000,416725000,621000000,,
1490983,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,100393000,54521000,53170000,,
1490983,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,86690000,2437000,47022000,,
1490983,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,16128000,146584000,1353000,,
1490983,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,46050000,124455000,146583000,,
1490983,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,2868000,45883000,310493000,,
1490983,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,41583000,42845000,62379000,,
1490983,LongtermConstructionLoanCurrentAndNoncurrent,,,38996000,40138000,120719000,,
1490983,LongtermDebtWeightedAverageInterestRate,,,0.034,0.049,0.041,,
1490983,LossContingencyDamagesSoughtValue,,,,20000000,,,
1490983,MarketingAndAdvertisingExpense,,,1300000,1500000,1500000,,
1490983,MinorityInterest,,4026000,4418000,4593000,8730000,,
1490983,MortgageLoanRelatedToPropertySales1,,,,0,16901000,,
1490983,NetCashProvidedByUsedInFinancingActivities,,,,501369000,130164000,,
1490983,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,-17700000,,
1490983,NetCashProvidedByUsedInInvestingActivities,,,,-489673000,-213300000,,
1490983,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-4400000,,
1490983,NetCashProvidedByUsedInOperatingActivities,,,,14388000,66322000,,
1490983,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,24600000,,
1490983,NetIncomeLoss,,,6684000,-2979000,-9509000,,
1490983,NetIncomeLossAttributableToNoncontrollingInterest,,,-46000,-34000,-1233000,,
1490983,NetIncomeLossAvailableToCommonStockholdersBasic,,,6638000,-4531000,-174923000,,
1490983,NetIncomeLossAvailableToCommonStockholdersDiluted,,,6638000,-3001000,-9576000,,
1490983,NoncashOrPartNoncashAcquisitionOtherLiabilitiesAssumed1,,,,34774000,0,,
1490983,NoncontrollingInterestInVariableInterestEntity,,,,,5600000,,
1490983,NoncontrollingInterestIncreaseFromSaleOfParentEquityInterest,,,,,0,,
1490983,NonoperatingIncomeExpense,,,,-11555000,-16114000,,
1490983,NumberOfUnitsInRealEstateProperty,,,,3,,,
1490983,OperatingExpenses,,,,123145000,147602000,,
1490983,OperatingIncomeLoss,,,,15447000,-137535000,,
1490983,OperatingLeasesFutureMinimumPaymentsDue,,,29172000,34612000,33374000,,
1490983,OperatingLeasesFutureMinimumPaymentsDueCurrent,,,957000,1238000,1293000,,
1490983,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,1004000,1309000,1327000,,
1490983,OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,991000,1320000,1309000,,
1490983,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,982000,1304000,1320000,,
1490983,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,966000,1293000,1304000,,
1490983,OperatingLeasesFutureMinimumPaymentsDueThereafter,,,24272000,28148000,26821000,,
1490983,OperatingLeasesIncomeStatementMinimumLeaseRevenue,,,,87635000,101724000,,
1490983,OperatingLeasesRentExpenseNet,,,,,1200000,,
1490983,OtherAssetImpairmentCharges,,,,,57789000,,
1490983,OtherAssets,,12819000,16275000,42410000,37569000,,
1490983,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToNoncontrollingInterest,,,,,0,,
1490983,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,,,,,-19000,,
1490983,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,58000,0,,
1490983,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-71000,-2564000,,
1490983,OtherLiabilities,,9341000,12023000,11167000,22092000,,
1490983,OtherLongTermDebt,,,3375000,2694000,2827000,,
1490983,OtherNonoperatingIncome,,,,1414000,42000,,
1490983,OtherRealEstateRevenue,,,,3615000,3768000,,
1490983,OtherRestrictedAssets,,2495000,3902000,32636000,5429000,,
1490983,PartnersCapitalAccountUnits,,,,434000,401000,,
1490983,PartnersCapitalAccountUnitsRedeemed,,,,2000,33000,,
1490983,PaymentsForConstructionInProcess,,,,126242000,179218000,,
1490983,PaymentsForPreviousAcquisition,,,,0,7661000,,
1490983,PaymentsOfDebtIssuanceCosts,,,,4273000,735000,,
1490983,PaymentsOfDividendsCommonStock,,,,38089000,42665000,,
1490983,PaymentsOfDividendsMinorityInterest,,,,287000,287000,,
1490983,PaymentsOfDividendsPreferredStockAndPreferenceStock,,,,4600000,12200000,,
1490983,PaymentsOfStockIssuanceCosts,,,,17193000,817000,,
1490983,PaymentsToAcquireAssetsInvestingActivities,,,,,4700000,,
1490983,PaymentsToAcquireBusinessesAndInterestInAffiliates,,,,-3700000,,,
1490983,PaymentsToAcquireBusinessesGross,,,,,7700000,,
1490983,PaymentsToAcquireBusinessesNetOfCashAcquired,,,,13801000,0,,
1490983,PaymentsToAcquireEquityMethodInvestments,,,,348831000,45765000,,
1490983,PaymentsToAcquireNotesReceivable,,,,-31700000,0,,
1490983,PaymentsToAcquireOtherProductiveAssets,,,,15036000,,,
1490983,PaymentsToAcquirePropertyPlantAndEquipment,,,,15925000,9277000,,
1490983,PreferredStockDividendRatePercentage,,,0.08,0.08,0.08,,
1490983,PreferredStockDividendsAndOtherAdjustments,,,,6183000,-12200000,,
1490983,PreferredStockDividendsPerShareDeclared,,,,2,2,,
1490983,PreferredStockLiquidationPreference,,,25,25,25,,
1490983,PreferredStockParOrStatedValuePerShare,,,0.01,0.01,0.01,,
1490983,PreferredStockSharesAuthorized,,,10000000,50000000,50000000,,
1490983,PreferredStockSharesIssued,,,2300000,6100000,6100000,,
1490983,PreferredStockSharesOutstanding,,,2300000,6100000,6100000,,
1490983,PreferredStockValue,,,23000,61000,61000,,
1490983,ProceedsFromConvertibleDebt,,,,100000000,,,
1490983,ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,,,48577000,0,,
1490983,ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,,,,7286000,7455000,,
1490983,ProceedsFromInsuranceSettlementInvestingActivities,,,,2500000,590000,,
1490983,ProceedsFromInsuranceSettlementOperatingActivities,,,,400000,0,,
1490983,ProceedsFromIssuanceOfCommonStock,,,,312742000,0,,
1490983,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,,,95282000,0,,
1490983,ProceedsFromLifeInsurancePolicies,,,,2500000,,,
1490983,ProceedsFromLinesOfCredit,,,,167274000,124000000,,
1490983,ProceedsFromSaleOfProductiveAssets,,,,48600000,,,
1490983,ProfitLoss,,,,1618000,-163956000,,
1490983,ProvisionForDoubtfulAccounts,,,1728000,3432000,3249000,,
1490983,RealEstateAccumulatedDepreciation,,,97820000,102356000,128121000,,
1490983,RealEstateAccumulatedDepreciationDepreciationExpense,,,22472000,,,,
1490983,RealEstateAccumulatedDepreciationPeriodIncreaseDecrease,,,49000,0,0,,
1490983,RealEstateAccumulatedDepreciationRealEstateSold,,,-865000,-933000,622000,,
1490983,RealEstateAndAccumulatedDepreciationAccumulatedDepreciation,,,-97820000,,,,
1490983,RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,,,-218337000,205531000,300673000,,
1490983,RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,,,669387000,,,,
1490983,RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionCarryingCosts,,,10327000,24920000,54712000,,
1490983,RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,,615403000,658464000,859919000,,
1490983,RealEstateAndAccumulatedDepreciationInitialCostOfLand,,,53984000,57821000,76043000,,
1490983,RealEstateCostOfRealEstateSold,,,-1015000,-1283000,760000,,
1490983,RealEstateFederalIncomeTaxBasis,,,,,994100000,,
1490983,RealEstateGrossAtCarryingValue,,,,716285000,935962000,,
1490983,RealEstateImprovements,,,,106806000,194795000,,
1490983,RealEstateInvestmentPropertyAccumulatedDepreciation,,76164000,97820000,102356000,128121000,,
1490983,RealEstateInvestmentPropertyAtCost,,,669387000,716285000,935962000,,
1490983,RealEstateInvestmentPropertyNet,,481600000,622348000,705113000,853359000,,
